rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
2.0,"Not the best environment, but decent job compared to others","Current Employee, less than 1 year",Positives would be the pay compared to majority of part time facilities. The tuition and scholarship options are an added bonus for a student. Can travel up the chain fairly quickly,"Point System, Drama, Toxic Environment, ect",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-05-24, Sales Associate,
4.0,Great company!,"Former Employee, more than 1 year","Sheetz, Inc. is a great company to work for.  They are flexible and really care about their employees.",It takes time to get used to the fast-paced environment but once you adapt it is great!,,v,o,o,4,4,4,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-10, Sales Associate,
3.0,It was mixed.,Current Employee,It was great with good management and good people.,"If the store is not under good management then it’s not a fun job.

No incentive to work hard because pay isn’t given by how hard you work.",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-09, ,
5.0,Great company,"Current Employee, more than 3 years","Flexible with college students, great way to make friends, easy to get the hang of, and good pay","Some managers are not the best, shifts are standard with not much room to move the times around",,v,v,v,3,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-02, Salesperson,
4.0,Good college job,"Current Employee, less than 1 year","Great coworkers, easy job for the pay rate","Disorganized management, high turnover, no room for growth/promotion, overworking of staff",,v,r,r,2,3,1,1,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-05-30, Salesperson,
4.0,Top 100 Company,"Current Employee, less than 1 year","Flexible scheduling, raise after 6 months, mostly good coworkers.",Sheetz competes directly with Wawa in this market. Wawa's employees are happier and Wawa customer service and benefits are better.,,v,r,v,3,3,4,3,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-05-16, Part Time Sales Associate,
1.0,No Work/ Life Balance,"Former Employee, less than 1 year","1. Discounts
2. You get some amazing team members","1. Long Hours, barely ever got a day off and was often called to come in and work.
2. Consistently short-staffed
3. Lost several supervisors and managers in a very short time frame due to upper management.",,x,x,x,2,1,1,1,2.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-31, Supervisor,
3.0,"Great work place, terrible hours 2020","Current Employee, less than 1 year","Flexibility, great staff, compensation for gas.

Note. The job title was broken. This is for: Store Team Member","Workdays scheduled are scarce, hours rely on you filling in at other locations.",,x,x,x,1,4,5,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-04, Computer Scientist (1550),
5.0,Great company,"Current Employee, more than 5 years","Best training in the industry.  Love the fast paced, family environment.  Always innovative and forward thinking.  Great benefits and pay",Work- life balance left a lot to be desired.,,v,v,o,5,5,5,2,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-12, Hospitality Manager,
5.0,Great place to work at,"Former Employee, more than 1 year","They gave me college reimbursement ($750/semester).  Also, comparing with other places, my wage was relatively high.",They have strict rules.  Especially when it comes to attendance.,,v,v,v,4,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-31, Sales Associate,
4.0,Can be a good job if it is the right fit for you.,"Current Employee, more than 5 years","Flexibility, benefits, and room for advancement.","Can be stressful, and busy.",,v,v,v,4,4,4,4,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-22, Shift Supervisor,
5.0,Sheetz,"Current Employee, more than 5 years",The company as a whole is great to work for.,"Most people in the company assume your are in it for life, which can make work life balance difficult.",,v,v,v,5,5,2,3,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-11, Consulting Sales Engineer,
2.0,its an okay company,"Former Employee, more than 1 year","good benefits, decent hours, okay food selection","Terrible management, you get treated horribly unless you're in some type of management",,x,r,r,4,5,1,2,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-07-12, Sales Associate,
4.0,Not Bad,"Former Employee, more than 3 years","hourly pay good, nice people to work with",only a 20 minute lunch break even if you work a 9 hour shift,,v,r,r,4,3,3,3,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-04-23, Crew Member,
4.0,Perfect part time job while in college,"Current Employee, more than 3 years","Very flexible, basic work, always hours to be worked or open",The work can get Repetitive and customers can be rude,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-29, Salesperson,
2.0,Managers can ruin job,"Former Employee, more than 1 year","Pay, opportunity for overtime, coworkers","Manager 
Hours
Mandatory overtime 
District Manager 
Abuse of power
Nepotism",,x,v,v,4,3,1,1,2.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-05-29, Assistant Manager,
5.0,Good place to work,"Former Employee, less than 1 year",flexible schedule good management employee discount,customers bathroom cleaning outside trash,,v,v,v,2,4,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-07-15, Sales Person,
3.0,Its okay,"Current Employee, less than 1 year","Good people and pay, and good job opportunites","Horrible point system, sent home early for puking and got points for it",,v,v,r,5,5,5,3,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-10, Sales Person,
4.0,"Great company, Store experience varies","Current Employee, more than 1 year",Great Company to work for. Many opportunities to advance,Depending on your store the workload can become a bit much,,v,v,v,5,4,3,5,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-26, Salesperson,
4.0,Overall Good Experience,Former Employee,"Excellent benefits package, great corporate / upper management involement","What you could expect from retail environment, bad hire-ons, high turn-over rates",,v,r,v,5,5,4,4,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-18, Shift Supervisor,
3.0,It's okay,"Current Employee, more than 3 years","It has a good pay, benefits, vacation, PTO","It can get very disorganized, a lot of drama, and management like to gossip",,o,o,o,3,5,3,3,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-20, Salesperson,
5.0,Sheetz Part-Time Employee Team Member,"Current Employee, more than 1 year",Food discount 50% off. Flexible scheduling. Tuition reimbursement.,"Long hours, short breaks, poor management, lots of work.",,v,r,v,4,5,3,2,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-18, Team Member,
3.0,Great starter job,Former Employee,"Choose your own shift, benefits",They are not clear on the job you will be doing in the posted job description,,o,o,o,3,4,3,4,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-21, Salesperson,
5.0,Great Company,"Current Employee, more than 8 years",Company really cares about employees. Offers tons of various benefits and very competitive pay.,Can be very busy at times,,v,v,v,5,5,4,3,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-05, Store Manager,
5.0,Great company,"Current Employee, less than 1 year","Great team, good pay, and easy job",You don’t get the hours you want and are forced into inconsistency,,v,r,v,4,4,4,3,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-15, Sales Floor Team Member,
5.0,Love this company,"Current Employee, more than 8 years",They care about their employees and it feel like a family,Nothing bad to say about it,,v,v,v,5,5,5,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-16, Associate Manager,
5.0,N/a,Former Employee,Fun place to work and team is like family,Very time consuming And you have to work weekends,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-04-15, Sales Associaate,
2.0,Eh,Current Employee,Good pay for the work,Training is not that great and it’s too fast an environment for me personally,,x,r,r,2,3,2,1,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-13, Cashier,
4.0,Met alot of wonderful people.,"Former Employee, more than 5 years","Bonus, hours, pay, medical, 401k, stock.",Haha Everything... except for the pros.,,v,v,v,5,4,1,1,2.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-24, Assistant Manager,
4.0,"Good Pay, Long hours",Current Employee,"Employee discount, good pay, food on site.","Long hours, lots of call outs, always busy",,v,v,v,4,3,2,3,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-09, Supervisor,
5.0,Great place to work,Former Employee,"pay, benefits, culture, they care","hours, customers were tough to deal with at times",,v,o,o,4,4,4,1,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-16, Salesperson,
5.0,Great starting job,"Current Employee, more than 1 year",Decent management depending on store,"Changes during COVID-19, but do not hold it against them",,v,r,v,3,4,4,4,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-07-22, Anonymous Employee,
3.0,Decent,"Former Employee, more than 1 year",Decent pay. Good co-workers made the time fly by.,High stress environment. Retail and fast food work.,,o,o,o,3,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-20, Store Team Member,
5.0,great place to work at,"Current Employee, less than 1 year",Starting wages and discounted food,nothing at all. Great place,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-19, Salesperson,
5.0,Good but could be improved,"Current Employee, more than 1 year","Good wage
Nice management 
Good benefits","Strict on tattoos 
Strict on piercings",,o,o,o,5,5,4,3,1.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-21, Salesperson,
4.0,Review,Former Employee,Great benefits and perks in the office.,Difficult to use new technologies,,o,o,o,4,4,4,4,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-09, Associate Programmer,
5.0,Great place to work,"Former Employee, more than 3 years",Sheetz treat employess like family,no cons they were awesome,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-30, Facilities Technician,
4.0,Depends on your priorities,"Current Employee, more than 8 years","Great pay
Set schedule
Room for advancing",Depending on position bad work life balance,,v,v,v,4,4,3,2,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-07, Assistant Manager,
5.0,Great place to work,Former Employee,"Good pay,  benefits and workplace",Late shift hours became tiresome,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-26, Anonymous Employee,
4.0,It was hectic,Former Employee,The schedule was very flexible,Sometimes late shifts were required,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-30, ,
5.0,Great benefits and pay,"Current Employee, more than 10 years","Pay, Bonus, Benefits, Company Culture","Busy, Fast Paced, Staffing level",,v,v,v,5,5,5,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-17, Community Journalist,
4.0,Great Company,"Former Employee, more than 1 year","Employee Bonuses, advancement ops, benefits are good",Not always easy to change schedule,,v,v,v,4,5,3,4,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-02-05, Supervisor,
5.0,Great job,"Former Employee, more than 1 year","Great benefits, great owners, best job ever",I cant think of any,,v,o,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-04-22, Shift Supervisor,
5.0,Tops,"Current Employee, less than 1 year","Fair pay, good benefits, great training.",Not every employee shares your attendance priorities.,,v,o,o,4,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-04-23, Supervisor,
4.0,Fun,Former Employee,"Fun, got along with everyone, family, discounts",Not enough hours didn’t like that,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-13, Cook,
5.0,Great company,Current Employee,"Great benefits, bonuses and pay",Hours can be long at times,,o,o,o,4,5,4,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-03-13, Field Service Technician,
4.0,Sheetz,"Current Employee, more than 3 years","Competitive pay, flexible with scheduling","Management, training is subpar for the work required,",,o,r,o,3,4,2,5,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-05-13, Salesperson,
3.0,Ok!,"Former Employee, less than 1 year","50% discount while you’re working 
Good benefits",point system and no free food :(,,v,o,v,4,4,3,3,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-05-29, Sales Floor Team Member,
3.0,paid the bills,Former Employee,easy work at a reasonable pace,could be unpleasant dealing with people,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-07-06, Cashier,
5.0,Very good.,Current Employee,Good company to work for.,Split days off not good.,,v,v,v,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-04-16, ,
5.0,Good,Former Employee,Good benefits and nice company,It is the service industry,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-07-16, Sales Associate,
5.0,Great,"Former Employee, more than 1 year",Great family like experience,None at all. Overall great!,,v,v,v,5,5,5,4,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-01-29, Cashier,
3.0,meh,"Former Employee, less than 1 year",hours worked; flexibility; simple; fun,bad pay; management is horrible,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-06-14, Cashier,
1.0,Shady Management,Former Employee,"tuition payoff, time off, flexible schedule",management was shady and did not listen to complaints,,x,v,x,3,4,1,5,1.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2020-04-07, Shift Supervisor,
